second,qps,success_rate,p50_ms,p95_ms,p99_ms,backends
101,118,1.0,101.87382699950831,113.2866150001064,117.1958100021584,qwen7b-npu3=23;qwen7b-npu4=23;qwen7b-npu5=24;qwen7b-npu6=24;qwen7b-npu7=24
102,120,1.0,101.87625699836644,116.13625300014974,120.7684410001093,qwen7b-npu3=25;qwen7b-npu4=24;qwen7b-npu5=24;qwen7b-npu6=23;qwen7b-npu7=24
103,120,1.0,99.2650810003397,113.01466400254867,115.29400800282019,qwen7b-npu3=23;qwen7b-npu4=24;qwen7b-npu5=24;qwen7b-npu6=25;qwen7b-npu7=24
104,119,1.0,99.87418399759918,115.8572220010683,150.51697099988814,qwen7b-npu3=24;qwen7b-npu4=24;qwen7b-npu5=24;qwen7b-npu6=23;qwen7b-npu7=24
105,70,1.0,97.97928300031344,113.22773600113578,160.88341399881756,qwen7b-npu3=6;qwen7b-npu4=16;qwen7b-npu5=16;qwen7b-npu6=16;qwen7b-npu7=16
106,5,1.0,82.36401799877058,88.09154300251976,88.09154300251976,qwen7b-npu4=1;qwen7b-npu5=1;qwen7b-npu6=2;qwen7b-npu7=1
107,92,1.0,99.96634499839274,1938.0370090002543,1990.8677589992294,qwen7b-npu3=27;qwen7b-npu4=17;qwen7b-npu5=16;qwen7b-npu6=16;qwen7b-npu7=16
108,118,1.0,99.87316499973531,118.89115899975877,158.8853220018791,qwen7b-npu3=23;qwen7b-npu4=23;qwen7b-npu5=24;qwen7b-npu6=24;qwen7b-npu7=24
109,119,1.0,101.4879939975799,115.96327200095402,117.23030999928596,qwen7b-npu3=24;qwen7b-npu4=24;qwen7b-npu5=23;qwen7b-npu6=24;qwen7b-npu7=24
110,10,1.0,99.9199449979642,116.18593300227076,116.18593300227076,qwen7b-npu3=2;qwen7b-npu4=2;qwen7b-npu5=3;qwen7b-npu6=1;qwen7b-npu7=2
