timestamp,backend_id,requests_total,num_requests_running,num_requests_waiting,kv_cache_usage,ttft_avg_ms,tpot_avg_ms,queue_time_avg_ms,e2e_latency_avg_ms,router_phase,router_capacity,router_effective_weight,router_desired_weight,router_inflight,router_remote_utilization,router_queue_depth,router_kv_cache_usage,router_latency_ewma_ms
2026-06-28T02:26:18.561254,qwen7b-npu3,1762.0,0.0,0.0,0.0,375.66223385385433,32.8792331392601,0.014097723639651444,1093.7357534750636,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:18.575197,qwen7b-npu4,1711.0,0.0,0.0,0.0,121.0222351558023,26.268811212730856,0.010214385130446218,147.2915467430039,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:18.587823,qwen7b-npu5,1711.0,0.0,0.0,0.0,114.8691624664271,26.093490495560673,0.010265983064395084,140.968244581596,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:18.599807,qwen7b-npu6,1710.0,0.0,0.0,0.0,121.86674709208528,27.243037507036185,0.010465567249294821,149.10842005969488,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:18.612529,qwen7b-npu7,1710.0,0.0,0.0,0.0,118.7939006682725,26.839690449122035,0.010708514633329792,145.6486823266013,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:19.630065,qwen7b-npu3,1774.0,12.0,0.0,0.002581596902083705,374.01513034622724,32.80976162454025,0.014097723639651444,1093.7357534750636,active,10,9.12435460077448,6.4974184030979165,0,1,0,0.002581596902083705,0
2026-06-28T02:26:19.648193,qwen7b-npu4,1711.0,0.0,0.0,0.0,121.0222351558023,26.268811212730856,0.010214385130446218,147.2915467430039,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:19.666613,qwen7b-npu5,1711.0,0.0,0.0,0.0,114.8691624664271,26.093490495560673,0.010265983064395084,140.968244581596,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:19.679103,qwen7b-npu6,1710.0,0.0,0.0,0.0,121.86674709208528,27.243037507036185,0.010465567249294821,149.10842005969488,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:19.692301,qwen7b-npu7,1710.0,0.0,0.0,0.0,118.7939006682725,26.839690449122035,0.010708514633329792,145.6486823266013,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:20.709147,qwen7b-npu3,1774.0,12.0,0.0,0.002581596902083705,374.01513034622724,32.72502299103935,0.014097723639651444,1093.7357534750636,active,10,8.467620551355338,6.4974184030979165,0,1,0,0.002581596902083705,0
2026-06-28T02:26:20.722985,qwen7b-npu4,1711.0,0.0,0.0,0.0,121.0222351558023,26.268811212730856,0.010214385130446218,147.2915467430039,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:20.736667,qwen7b-npu5,1711.0,0.0,0.0,0.0,114.8691624664271,26.093490495560673,0.010265983064395084,140.968244581596,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:20.749350,qwen7b-npu6,1710.0,0.0,0.0,0.0,121.86674709208528,27.243037507036185,0.010465567249294821,149.10842005969488,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:20.761728,qwen7b-npu7,1710.0,0.0,0.0,0.0,118.7939006682725,26.839690449122035,0.010708514633329792,145.6486823266013,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:21.778670,qwen7b-npu3,1774.0,12.0,0.0,0.004794394246726896,374.01513034622724,32.6552277887764,0.014097723639651444,1093.7357534750636,active,10,7.974876394523327,6.496643924027293,0,1,0,0.003356075972708822,0
2026-06-28T02:26:21.792361,qwen7b-npu4,1711.0,0.0,0.0,0.0,121.0222351558023,26.268811212730856,0.010214385130446218,147.2915467430039,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:21.805169,qwen7b-npu5,1711.0,0.0,0.0,0.0,114.8691624664271,26.093490495560673,0.010265983064395084,140.968244581596,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:21.817563,qwen7b-npu6,1710.0,0.0,0.0,0.0,121.86674709208528,27.243037507036185,0.010465567249294821,149.10842005969488,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:21.831766,qwen7b-npu7,1710.0,0.0,0.0,0.0,118.7939006682725,26.839690449122035,0.010708514633329792,145.6486823266013,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:22.847891,qwen7b-npu3,1774.0,12.0,0.0,0.004794394246726896,374.01513034622724,32.591731643655855,0.014097723639651444,1093.7357534750636,active,10,7.605192424050341,6.496140512631385,0,1,0,0.003859487368615148,0
2026-06-28T02:26:22.861441,qwen7b-npu4,1711.0,0.0,0.0,0.0,121.0222351558023,26.268811212730856,0.010214385130446218,147.2915467430039,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:22.874470,qwen7b-npu5,1711.0,0.0,0.0,0.0,114.8691624664271,26.093490495560673,0.010265983064395084,140.968244581596,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:22.886848,qwen7b-npu6,1710.0,0.0,0.0,0.0,121.86674709208528,27.243037507036185,0.010465567249294821,149.10842005969488,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:22.899389,qwen7b-npu7,1710.0,0.0,0.0,0.0,118.7939006682725,26.839690449122035,0.010708514633329792,145.6486823266013,active,10,10,10,0,0,0,0,0
2026-06-28T02:26:23.916037,qwen7b-npu3,1774.0,12.0,0.0,0.004794394246726896,374.01513034622724,32.53044964720294,0.014097723639651444,1093.7357534750636,active,10,7.327847641843768,6.495813295224046,0,1,0,0.0041867047759542595,0
2026-06-28T02:26:23.930276,qwen7b-npu4,1719.0,1.0,0.0,0.0001833516685001424,120.91246450134598,26.265300175194245,0.010241107658903348,147.20959310897987,active,10,10,10,3,0,0,0,130.59469213867186
2026-06-28T02:26:23.943788,qwen7b-npu5,1718.0,0.0,0.0,0.0,114.74818664324297,26.11331303254134,0.010284736911717171,140.86631179827333,active,10,10,10,1,0,0,0,125.7073525390625
2026-06-28T02:26:23.958201,qwen7b-npu6,1718.0,3.0,0.0,0.0005500550055005382,121.77593119624608,27.269052217384544,0.010495623540503514,149.05158942673867,active,10,10,10,4,0,0,0,128.04759765625
2026-06-28T02:26:23.970840,qwen7b-npu7,1719.0,3.0,0.0,0.0005500550055005382,118.71033965882484,26.83459381130302,0.010744298789512566,145.57263485970162,active,10,10,10,4,0,0,0,125.74846093750001
2026-06-28T02:26:24.985104,qwen7b-npu3,1774.0,12.0,0.0,0.007007191591370088,374.01513034622724,32.46865269836928,0.014097723639651444,1093.7357534750636,active,10,6.963511380641121,6.49468787548405,0,1,0,0.005312124515950574,0
2026-06-28T02:26:24.998151,qwen7b-npu4,1749.0,1.0,0.0,0.0001833516685001424,120.80442775924796,26.374458700209733,0.010347097794395056,147.21861679439414,active,10,9.676093251674605,9.1931630858154,2,0.16875,0,0.0002475247524752311,132.35146037047318
2026-06-28T02:26:25.010359,qwen7b-npu5,1749.0,2.0,0.0,0.0003667033370003958,114.89734764164554,26.266605761381182,0.010416166480782882,141.18588611790463,active,10,9.49605147436531,8.471949514093476,3,0.3,0,0.00044004400440041943,185.2040370225392
2026-06-28T02:26:25.023751,qwen7b-npu6,1734.0,1.0,0.0,0.0001833516685001424,121.43664197800756,27.293736133308887,0.010525802074561021,148.7632679650361,active,10,9.47892971144445,9.060991229268257,3,0.24375000000000002,0,0.0003575357535753498,115.13117489083604
2026-06-28T02:26:25.037203,qwen7b-npu7,1731.0,0.0,0.0,0.0,118.40134655926559,26.826034303295263,0.010773842298228144,145.24182895922647,active,10,9.468408704998758,9.064784630389784,1,0.24375000000000002,0,0.0003575357535753498,96.16416928320294
2026-06-28T02:26:26.052225,qwen7b-npu3,1774.0,12.0,0.0,0.007007191591370088,374.01513034622724,32.405126089226265,0.014097723639651444,1093.7357534750636,active,10,6.846157185982754,6.494094602007653,0,1,0,0.005905397992347404,0
2026-06-28T02:26:26.067984,qwen7b-npu4,1765.0,5.0,0.0,0.000916758342500934,120.49981028094845,26.38212623594343,0.010368245572026848,146.85999975242333,active,10,9.57813653490748,9.28426638460611,6,0.10968750000000001,0,0.00016089108910890022,111.59927864292645
2026-06-28T02:26:26.084035,qwen7b-npu5,1759.0,0.0,0.0,0.0,114.68771914991213,26.254747825410032,0.010440517341675191,140.93982556653742,active,10,9.42944277132704,9.229616662212234,3,0.195,0,0.00028602860286027263,114.08765944339606
2026-06-28T02:26:26.097479,qwen7b-npu6,1761.0,1.0,0.0,0.0001833516685001424,121.44922776901878,27.381858299282644,0.010607208970543854,148.82895446920313,active,10,9.433025174489453,9.29531156362446,2,0.1584375,0,0.0002323982398239774,113.69059163169905
2026-06-28T02:26:26.109805,qwen7b-npu7,1761.0,0.0,0.0,0.0,118.50318050330367,26.981230992051458,0.010860511650970446,145.49922929576417,active,10,9.276388570967654,8.70032816887434,1,0.2896875,0,0.00042491749174916577,140.08916707708656
2026-06-28T02:26:27.125168,qwen7b-npu3,1774.0,12.0,0.0,0.007007191591370088,374.01513034622724,32.33459132650116,0.014097723639651444,1093.7357534750636,active,10,6.758045133049064,6.493708974247995,0,1,0,0.006291025752005343,0
2026-06-28T02:26:27.140787,qwen7b-npu4,1788.0,1.0,0.0,0.0001833516685001424,120.06901147914947,26.373060994392258,0.010421487380882463,146.47763523898047,active,10,9.42196161612903,8.953436859793676,1,0.202546875,0,0.0002970984598459735,113.02859017417347
2026-06-28T02:26:27.154526,qwen7b-npu5,1789.0,2.0,0.0,0.0003667033370003958,114.53110695951408,26.383575383620226,0.010496494400554458,140.92508485119882,active,10,9.440298262173526,9.472864734712985,4,0.12675,0,0.0001859185918591772,107.60703758012605
2026-06-28T02:26:27.167134,qwen7b-npu6,1786.0,1.0,0.0,0.0001833516685001424,121.10580081768826,27.40509498938174,0.010615446810959448,148.5086359075309,active,10,9.370555794582218,9.183147654860516,2,0.190484375,0,0.0002794050238357238,115.21840306381819
2026-06-28T02:26:27.183207,qwen7b-npu7,1784.0,3.0,0.0,0.0005500550055005382,118.47862841837075,27.00546244470234,0.010910623809729285,145.44850597884934,active,10,9.146292307416186,8.756003516761778,5,0.275796875,0,0.0004045425375870963,162.5361393408487
2026-06-28T02:26:28.197858,qwen7b-npu3,1774.0,12.0,0.0,0.00921998893601328,374.01513034622724,32.263895591886126,0.014097723639651444,1093.7357534750636,active,10,6.691704809070196,6.492683837133592,0,1,0,0.007316162866408121,0
2026-06-28T02:26:28.213944,qwen7b-npu4,1813.0,0.0,0.0,0.0,119.59418064313111,26.39653806396448,0.010462966875603497,145.99145911901087,active,10,9.336818868330285,9.08139062493405,2,0.21915546875,0,0.0003214601668500213,122.17209098433082
2026-06-28T02:26:28.227224,qwen7b-npu5,1814.0,3.0,0.0,0.0005500550055005382,114.31821572872612,26.412404837154032,0.010511763242818491,140.69527256041437,active,10,9.401567370095421,9.285374693861105,5,0.1261375,0,0.00018502016868351503,137.19550947637435
2026-06-28T02:26:28.240432,qwen7b-npu6,1811.0,2.0,0.0,0.0003667033370003958,120.62783612525641,27.44870198399661,0.01063797182060369,148.094578869435,active,10,9.329085255106776,9.20467363668045,3,0.16756484375,0,0.0002457863494682703,106.36180758962296
2026-06-28T02:26:28.253484,qwen7b-npu7,1809.0,1.0,0.0,0.0001833516685001424,118.18517723948077,27.04139721726117,0.010952116093830493,145.24991476713723,active,10,9.0897713310685,8.920208402025443,2,0.26676796875,0,0.0003912988173817511,99.59599392084428
2026-06-28T02:26:29.269406,qwen7b-npu3,1774.0,12.0,0.0,0.00921998893601328,374.01513034622724,32.181119119383915,0.014097723639651444,1093.7357534750636,active,10,6.641782981304955,6.492017498009231,0,1,0,0.007982501990769926,0
2026-06-28T02:26:29.283419,qwen7b-npu4,1837.0,1.0,0.0,0.0001833516685001424,119.1962948946052,26.42567029682404,0.01049851031887978,145.65710213708982,active,10,9.255081980823821,9.009871318304429,4,0.1862010546875,0,0.0002731221924275637,124.07234868485753
2026-06-28T02:26:29.299167,qwen7b-npu5,1839.0,1.0,0.0,0.0001833516685001424,113.85809305635983,26.42006139093426,0.01052557421527735,140.27135847961858,active,10,9.404893700875947,9.414872693217525,3,0.12573937500000001,0,0.0001844361936193346,121.44261359873339
2026-06-28T02:26:29.312923,qwen7b-npu6,1837.0,3.0,0.0,0.0005500550055005382,120.2195748467775,27.423224376583704,0.010656104088451317,147.6499640649281,active,10,9.3651021158117,9.473152697926475,3,0.1089171484375,0,0.0001597611271543757,119.58262904250833
2026-06-28T02:26:29.327441,qwen7b-npu7,1836.0,1.0,0.0,0.0001833516685001424,117.95176672779657,27.06371905393308,0.010987619289093926,145.03902950058318,active,10,9.112655020819128,9.181306090071015,2,0.1733991796875,0,0.00025434423129813824,129.128466811265
