ts,status,latency_ms,backend,error
1782584792.3753462,200,13823.77107299908,,
1782584792.3879504,200,13835.034160998475,,
1782584792.389023,200,13829.10060499853,,
1782584792.3895116,200,13831.258117999823,,
1782584792.3900137,200,13834.401386997342,,
1782584792.390247,200,13833.681833002629,,
1782584792.3904674,200,13838.372441001411,,
1782584792.3907316,200,13831.857961999049,,
1782584792.390993,200,13840.794256000663,,
1782584792.3913617,200,13831.932332002907,,
1782584792.3924043,200,13837.59321600155,,
1782584792.392776,200,13835.175930998957,,
1782584806.343767,200,13968.305057001999,,
1782584806.3523111,200,13961.51139700305,,
1782584806.353056,200,13963.965961000213,,
1782584806.3535366,200,13962.483832001453,,
1782584806.3537874,200,13961.3041349985,,
1782584806.3542938,200,13964.214792998973,,
1782584806.3548398,200,13963.40255800169,,
1782584806.3552728,200,13965.687962001539,,
1782584806.3556466,200,13965.107198000624,,
1782584806.3559675,200,13965.664232000563,,
1782584806.3563714,200,13968.341127001622,,
1782584806.3571677,200,13964.311683001142,,
1782584820.2282126,200,13884.331298999314,,
1782584820.2711225,200,13917.515839999396,,
1782584820.2721317,200,13918.276035001327,,
1782584820.2724023,200,13919.276550001086,,
1782584820.2726364,200,13917.722461999801,,
1782584820.2730064,200,13920.62484899725,,
1782584820.3000312,200,13943.979939998826,,
1782584820.3004215,200,13943.182445000275,,
1782584820.3013077,200,13946.95080800011,,
1782584820.301556,200,13946.206574000826,,
1782584820.3018076,200,13945.353948001866,,
1782584820.3025482,200,13946.81102800314,,
1782584834.1245987,200,13896.275970997522,,
1782584834.1556966,200,13883.000490997802,,
1782584834.1562219,200,13884.990503000154,,
1782584834.1567125,200,13884.50966000164,,
1782584834.1569693,200,13884.50648000071,,
1782584834.1575801,200,13884.500681000645,,
1782584834.1835184,200,13883.037831998081,,
1782584834.1840053,200,13881.387371999153,,
1782584834.1842256,200,13882.347527000093,,
1782584834.1847293,200,13884.55975100078,,
1782584834.1849885,200,13883.371422998607,,
1782584834.185618,200,13884.241547999409,,
1782584848.0904481,200,13965.739012000995,,
1782584848.1228902,200,13965.239798999391,,
1782584848.1236894,200,13966.900758998236,,
1782584848.1239986,200,13966.964489998645,,
1782584848.1242306,200,13968.453217999922,,
1782584848.1245863,200,13968.302017001406,,
1782584848.155308,200,13969.621135001944,,
1782584848.1556747,200,13972.086570000101,,
1782584848.1559503,200,13970.899482999812,,
1782584848.1561754,200,13971.891399000015,,
1782584848.1571276,200,13973.06204599954,,
1782584848.1573453,200,13972.550952999882,,
1782584862.218566,200,14128.002813999046,,
1782584862.249897,200,14126.135942999099,,
1782584862.2506323,200,14125.984160997177,,
1782584862.2509181,200,14127.93136399705,,
1782584862.2511406,200,14126.843306999945,,
1782584862.2514951,200,14127.432090001093,,
1782584862.2781308,200,14122.12694900154,,
1782584862.2783782,200,14122.6336610016,,
1782584862.2788374,200,14122.600971000793,,
1782584862.2795107,200,14122.317490000569,,
1782584862.2800002,200,14124.565232999885,,
1782584862.280271,200,14122.86300300184,,
1782584876.314726,200,14096.051190001162,,
1782584876.3448858,200,14093.905797999469,,
1782584876.3456397,200,14095.662507999805,,
1782584876.3459451,200,14094.377149998763,,
1782584876.3461776,200,14094.964703999722,,
1782584876.3464484,200,14095.750208001846,,
1782584876.3737907,200,14093.445855000027,,
1782584876.3746898,200,14095.104185002128,,
1782584876.374957,200,14096.0532709978,,
1782584876.3751724,200,14096.973546002118,,
1782584876.3754332,200,14096.994375999202,,
1782584876.3756583,200,14095.590188000642,,
1782584890.5309987,200,14216.162207001616,,
1782584890.5612452,200,14215.002280998306,,
1782584890.5614989,200,14214.992530000018,,
1782584890.561732,200,14216.018186001747,,
1782584890.5625026,200,14217.52316600032,,
1782584890.5627959,200,14216.787930999999,,
1782584890.5890532,200,14214.302085998497,,
1782584890.589534,200,14215.670985002362,,
1782584890.5902479,200,14215.001159998792,,
1782584890.5908034,200,14215.790484999161,,
1782584890.5910733,200,14215.352063001774,,
1782584890.5915415,200,14216.045226999995,,
1782584904.4136062,200,13882.491807999031,,
1782584904.4430792,200,13880.496316000063,,
1782584904.4441552,200,13882.831279999664,,
1782584904.4442332,200,13882.44265799949,,
1782584904.4443002,200,13881.43752200267,,
1782584904.4443636,200,13882.805110002664,,
1782584904.4472008,200,13855.595205997815,,
1782584904.4476998,200,13858.57142399982,,
1782584904.4477634,200,13857.443787001102,,
1782584904.4478292,200,13858.23550099667,,
1782584904.4481137,200,13857.234434999555,,
1782584904.4481757,200,13857.027972997457,,
