second,qps,success_rate,p50_ms,p95_ms,p99_ms,backends
159,236,1.0,132.93206272646785,149.7332639992237,152.78699481859803,qwen15b-npu3=8;qwen15b-npu4=79;qwen15b-npu6=77;qwen15b-npu7=72
160,238,1.0,138.42511968687177,152.7682449668646,155.79135389998555,qwen15b-npu3=7;qwen15b-npu4=75;qwen15b-npu6=78;qwen15b-npu7=78
161,238,1.0,139.49468592181802,153.05871702730656,170.34888081252575,qwen15b-npu3=5;qwen15b-npu4=79;qwen15b-npu6=75;qwen15b-npu7=79
162,241,1.0,133.16458417102695,152.1131698973477,158.96544605493546,qwen15b-npu3=7;qwen15b-npu4=78;qwen15b-npu6=79;qwen15b-npu7=77
163,240,1.0,134.69376508146524,154.05394323170185,162.5885497778654,qwen15b-npu3=6;qwen15b-npu4=77;qwen15b-npu6=78;qwen15b-npu7=79
164,236,1.0,135.97562303766608,162.74388134479523,196.35828398168087,qwen15b-npu3=8;qwen15b-npu4=77;qwen15b-npu6=75;qwen15b-npu7=76
165,241,1.0,133.9367488399148,148.3988664112985,154.4092963449657,qwen15b-npu3=12;qwen15b-npu4=79;qwen15b-npu6=74;qwen15b-npu7=76
166,238,1.0,135.24950807914138,154.67662829905748,162.03290596604347,qwen15b-npu3=14;qwen15b-npu4=74;qwen15b-npu6=75;qwen15b-npu7=75
167,236,1.0,133.8406391441822,155.4431631229818,159.83634116128087,qwen15b-npu3=18;qwen15b-npu4=71;qwen15b-npu6=73;qwen15b-npu7=74
168,243,1.0,135.34299889579415,151.35358506813645,161.12697031348944,qwen15b-npu3=21;qwen15b-npu4=74;qwen15b-npu6=76;qwen15b-npu7=72
169,237,1.0,136.10337395220995,157.5439772568643,162.1160670183599,qwen15b-npu3=26;qwen15b-npu4=72;qwen15b-npu6=68;qwen15b-npu7=71
170,239,1.0,135.59232093393803,149.72650492563844,158.55081286281347,qwen15b-npu3=30;qwen15b-npu4=69;qwen15b-npu6=71;qwen15b-npu7=69
171,245,1.0,130.23324497044086,147.5237999111414,153.37224816903472,qwen15b-npu3=33;qwen15b-npu4=72;qwen15b-npu6=69;qwen15b-npu7=71
172,240,1.0,131.67922478169203,146.1414396762848,149.62918404489756,qwen15b-npu3=37;qwen15b-npu4=69;qwen15b-npu6=67;qwen15b-npu7=67
173,243,1.0,131.7101949825883,148.00876285880804,149.54501390457153,qwen15b-npu3=41;qwen15b-npu4=66;qwen15b-npu6=69;qwen15b-npu7=67
174,244,1.0,132.89700308814645,147.63385010883212,153.23032811284065,qwen15b-npu3=44;qwen15b-npu4=67;qwen15b-npu6=66;qwen15b-npu7=67
175,237,1.0,132.09335785359144,146.23073115944862,148.7853592261672,qwen15b-npu3=45;qwen15b-npu4=63;qwen15b-npu6=66;qwen15b-npu7=63
176,245,1.0,133.97091021761298,149.17437080293894,155.01908911392093,qwen15b-npu3=52;qwen15b-npu4=65;qwen15b-npu6=62;qwen15b-npu7=66
177,236,1.0,133.36302619427443,147.92423229664564,152.5506442412734,qwen15b-npu3=52;qwen15b-npu4=62;qwen15b-npu6=61;qwen15b-npu7=61
178,244,1.0,132.34143890440464,147.81263237819076,153.07357674464583,qwen15b-npu3=54;qwen15b-npu4=64;qwen15b-npu6=61;qwen15b-npu7=65
179,241,1.0,132.63982068747282,153.07851741090417,159.55283027142286,qwen15b-npu3=56;qwen15b-npu4=61;qwen15b-npu6=64;qwen15b-npu7=60
180,242,1.0,133.63827671855688,150.97863180562854,157.6439067721367,qwen15b-npu3=63;qwen15b-npu4=60;qwen15b-npu6=61;qwen15b-npu7=58
181,246,1.0,132.2199678979814,143.47154274582863,147.49370981007814,qwen15b-npu3=57;qwen15b-npu4=62;qwen15b-npu6=62;qwen15b-npu7=65
182,242,1.0,131.95585599169135,150.21301805973053,154.09052278846502,qwen15b-npu3=59;qwen15b-npu4=60;qwen15b-npu6=62;qwen15b-npu7=61
183,246,1.0,134.32994205504656,146.69757429510355,149.23896174877882,qwen15b-npu3=61;qwen15b-npu4=62;qwen15b-npu6=61;qwen15b-npu7=62
184,237,1.0,133.19359486922622,160.56499676778913,169.34089502319694,qwen15b-npu3=59;qwen15b-npu4=61;qwen15b-npu6=58;qwen15b-npu7=59
185,245,1.0,132.34511902555823,150.26843827217817,157.20629459246993,qwen15b-npu3=58;qwen15b-npu4=63;qwen15b-npu6=62;qwen15b-npu7=62
186,250,1.0,129.97148418799043,145.83217911422253,151.71666769310832,qwen15b-npu3=62;qwen15b-npu4=62;qwen15b-npu6=63;qwen15b-npu7=63
187,243,1.0,130.5257072672248,146.11120987683535,150.52704000845551,qwen15b-npu3=61;qwen15b-npu4=62;qwen15b-npu6=60;qwen15b-npu7=60
188,240,1.0,130.26886526495218,150.24821925908327,157.53741608932614,qwen15b-npu3=60;qwen15b-npu4=60;qwen15b-npu6=60;qwen15b-npu7=60
189,246,1.0,131.46248320117593,152.7094836346805,159.16662709787488,qwen15b-npu3=62;qwen15b-npu4=63;qwen15b-npu6=60;qwen15b-npu7=61
190,237,1.0,134.94837610051036,155.3988717496395,167.12767025455832,qwen15b-npu3=58;qwen15b-npu4=56;qwen15b-npu6=62;qwen15b-npu7=61
191,248,1.0,131.41236314550042,146.15959115326405,151.57817723229527,qwen15b-npu3=62;qwen15b-npu4=63;qwen15b-npu6=62;qwen15b-npu7=61
192,240,1.0,132.8785317018628,148.84773874655366,155.4200928658247,qwen15b-npu3=60;qwen15b-npu4=59;qwen15b-npu6=60;qwen15b-npu7=61
193,243,1.0,132.18060787767172,151.80634893476963,158.2154710777104,qwen15b-npu3=61;qwen15b-npu4=63;qwen15b-npu6=59;qwen15b-npu7=60
194,235,1.0,136.23379496857524,154.91010900586843,158.3956121467054,qwen15b-npu3=59;qwen15b-npu4=59;qwen15b-npu6=59;qwen15b-npu7=58
195,242,1.0,135.39622025564313,153.32865808159113,159.38135934993625,qwen15b-npu3=60;qwen15b-npu4=59;qwen15b-npu6=61;qwen15b-npu7=62
196,236,1.0,135.355768725276,153.46480906009674,157.7570978552103,qwen15b-npu3=58;qwen15b-npu4=61;qwen15b-npu6=58;qwen15b-npu7=59
197,241,1.0,132.1348575875163,153.3080176450312,160.42320569977164,qwen15b-npu3=62;qwen15b-npu4=59;qwen15b-npu6=61;qwen15b-npu7=59
198,242,1.0,133.6431773379445,150.58560017496347,160.92973900958896,qwen15b-npu3=60;qwen15b-npu4=61;qwen15b-npu6=60;qwen15b-npu7=61
199,236,1.0,132.35397869721055,152.489323168993,156.80427197366953,qwen15b-npu3=59;qwen15b-npu4=60;qwen15b-npu6=59;qwen15b-npu7=58
200,246,1.0,133.7077389471233,153.75505108386278,162.5372599810362,qwen15b-npu3=60;qwen15b-npu4=62;qwen15b-npu6=63;qwen15b-npu7=61
201,236,1.0,135.00866713002324,150.9023131802678,155.97478579729795,qwen15b-npu3=61;qwen15b-npu4=59;qwen15b-npu6=56;qwen15b-npu7=60
202,248,1.0,133.27939482405782,145.10902389883995,148.99584976956248,qwen15b-npu3=61;qwen15b-npu4=61;qwen15b-npu6=63;qwen15b-npu7=63
203,237,1.0,134.22521064057946,149.69027508050203,155.74149368330836,qwen15b-npu3=60;qwen15b-npu4=61;qwen15b-npu6=57;qwen15b-npu7=59
204,244,1.0,135.1926880888641,150.5276500247419,155.23696085438132,qwen15b-npu3=60;qwen15b-npu4=61;qwen15b-npu6=63;qwen15b-npu7=60
205,234,1.0,137.2352708131075,152.39969175308943,163.31477463245392,qwen15b-npu3=59;qwen15b-npu4=58;qwen15b-npu6=59;qwen15b-npu7=58
206,241,1.0,134.39797284081578,143.36179196834564,148.09950394555926,qwen15b-npu3=60;qwen15b-npu4=59;qwen15b-npu6=60;qwen15b-npu7=62
207,243,1.0,132.49138975515962,150.26219794526696,154.9442489631474,qwen15b-npu3=60;qwen15b-npu4=63;qwen15b-npu6=60;qwen15b-npu7=60
208,244,1.0,130.59129798784852,144.2157281562686,149.79741489514709,qwen15b-npu3=61;qwen15b-npu4=61;qwen15b-npu6=61;qwen15b-npu7=61
209,240,1.0,133.30928469076753,151.06071392074227,155.26430122554302,qwen15b-npu3=60;qwen15b-npu4=61;qwen15b-npu6=60;qwen15b-npu7=59
210,5,1.0,137.97424593940377,141.40662923455238,141.40662923455238,qwen15b-npu6=3;qwen15b-npu7=2
