second,qps,success_rate,p50_ms,p95_ms,p99_ms,backends
30,246,1.0,128.44428280368447,162.515829782933,171.4837891049683,qwen15b-npu3=6;qwen15b-npu4=57;qwen15b-npu5=61;qwen15b-npu6=62;qwen15b-npu7=60
31,246,1.0,128.0251001007855,145.16140380874276,149.12255993112922,qwen15b-npu3=7;qwen15b-npu4=62;qwen15b-npu5=59;qwen15b-npu6=58;qwen15b-npu7=60
32,253,1.0,128.33462236449122,144.27333790808916,148.34692515432835,qwen15b-npu3=6;qwen15b-npu4=62;qwen15b-npu5=60;qwen15b-npu6=63;qwen15b-npu7=62
33,241,1.0,128.95999709144235,145.4555462114513,150.1175072044134,qwen15b-npu3=5;qwen15b-npu4=61;qwen15b-npu5=62;qwen15b-npu6=55;qwen15b-npu7=58
34,254,1.0,128.7815752439201,145.1111538335681,148.66540720686316,qwen15b-npu3=7;qwen15b-npu4=60;qwen15b-npu5=60;qwen15b-npu6=65;qwen15b-npu7=62
35,244,1.0,129.32162918150425,148.07379385456443,154.95458897203207,qwen15b-npu3=5;qwen15b-npu4=59;qwen15b-npu5=62;qwen15b-npu6=58;qwen15b-npu7=60
36,242,1.0,129.4942400418222,154.4809858314693,160.03408282995224,qwen15b-npu3=6;qwen15b-npu4=60;qwen15b-npu5=57;qwen15b-npu6=61;qwen15b-npu7=58
37,248,1.0,126.84451323002577,152.8859860263765,157.37999603152275,qwen15b-npu3=8;qwen15b-npu4=60;qwen15b-npu5=60;qwen15b-npu6=60;qwen15b-npu7=60
38,247,1.0,128.08695994317532,149.20730097219348,152.7542253024876,qwen15b-npu3=5;qwen15b-npu4=61;qwen15b-npu5=61;qwen15b-npu6=60;qwen15b-npu7=60
39,242,1.0,130.29279466718435,150.8733220398426,157.88014885038137,qwen15b-npu3=6;qwen15b-npu4=60;qwen15b-npu5=60;qwen15b-npu6=58;qwen15b-npu7=58
40,246,1.0,128.50862368941307,149.5271329768002,157.88113931193948,qwen15b-npu3=7;qwen15b-npu4=57;qwen15b-npu5=59;qwen15b-npu6=60;qwen15b-npu7=63
