ts,status,latency_ms,backend,error
1782497988.6078746,200,111.89533304423094,qwen15b-npu4,
1782497988.6119153,200,116.4264134131372,qwen15b-npu5,
1782497988.614357,200,119.5607939735055,qwen15b-npu3,
1782497988.6151817,200,121.82653928175569,qwen15b-npu7,
1782497988.631847,200,130.11579494923353,qwen15b-npu4,
1782497988.6321647,200,134.49543388560414,qwen15b-npu4,
1782497988.6329505,200,133.66973819211125,qwen15b-npu6,
1782497988.6395917,200,135.80868300050497,qwen15b-npu5,
1782497988.6399066,200,139.12472501397133,qwen15b-npu5,
1782497988.6402974,200,128.89044685289264,qwen15b-npu5,
1782497988.6441534,200,141.77550422027707,qwen15b-npu7,
1782497988.6444309,200,132.47290020808578,qwen15b-npu7,
1782497988.6456256,200,140.02767065539956,qwen15b-npu3,
1782497988.6459107,200,145.9492612630129,qwen15b-npu7,
1782497988.646477,200,135.6952916830778,qwen15b-npu3,
1782497988.646755,200,137.28044321760535,qwen15b-npu7,
1782497988.647093,200,142.12866500020027,qwen15b-npu7,
1782497988.64735,200,138.92417401075363,qwen15b-npu3,
1782497988.647682,200,144.59876203909516,qwen15b-npu3,
1782497988.6480196,200,143.66569602862,qwen15b-npu3,
1782497988.6543462,200,141.67550206184387,qwen15b-npu4,
1782497988.6618478,200,148.587288800627,qwen15b-npu5,
1782497988.6642582,200,157.53610897809267,qwen15b-npu6,
1782497988.6645434,200,158.28817477449775,qwen15b-npu6,
1782497988.664817,200,167.87683824077249,qwen15b-npu6,
1782497988.6651292,200,157.51830907538533,qwen15b-npu6,
1782497988.6654189,200,155.25217400863767,qwen15b-npu6,
1782497988.665678,200,156.78280405700207,qwen15b-npu6,
1782497988.6678655,200,154.14995606988668,qwen15b-npu7,
1782497988.6681178,200,153.20425992831588,qwen15b-npu7,
1782497988.6687748,200,154.3695880100131,qwen15b-npu7,
1782497988.6888165,200,173.42833569273353,qwen15b-npu6,
1782497988.723024,200,111.02790711447597,qwen15b-npu4,
1782497988.7359595,200,127.9910309240222,qwen15b-npu5,
1782497988.7362416,200,120.98620412871242,qwen15b-npu5,
1782497988.7429564,200,128.46855400130153,qwen15b-npu3,
1782497988.7486591,200,108.2597877830267,qwen15b-npu4,
1782497988.7489676,200,109.28553389385343,qwen15b-npu4,
1782497988.7492237,200,109.20773399993777,qwen15b-npu4,
1782497988.7609901,200,114.14732690900564,qwen15b-npu5,
1782497988.761278,200,114.11454668268561,qwen15b-npu5,
1782497988.7706625,200,123.24441783130169,qwen15b-npu7,
1782497988.77091,200,124.3546660989523,qwen15b-npu7,
1782497988.771492,200,117.0724369585514,qwen15b-npu7,
1782497988.7720177,200,138.98421404883265,qwen15b-npu3,
1782497988.772809,200,140.85713727399707,qwen15b-npu3,
1782497988.7731469,200,127.15157493948936,qwen15b-npu3,
1782497988.77371,200,129.48320107534528,qwen15b-npu4,
1782497988.7742667,200,142.01934356242418,qwen15b-npu3,
1782497988.7758665,200,127.78435880318284,qwen15b-npu6,
1782497988.7762573,200,131.7244260571897,qwen15b-npu4,
1782497988.7765615,200,114.64355094358325,qwen15b-npu4,
1782497988.7768698,200,129.1194478981197,qwen15b-npu4,
1782497988.7780495,200,132.34293973073363,qwen15b-npu6,
1782497988.7863944,200,121.18014506995678,qwen15b-npu5,
1782497988.7866447,200,121.15596514195204,qwen15b-npu5,
1782497988.7868671,200,118.93224995583296,qwen15b-npu5,
1782497988.7963777,200,127.52675684168935,qwen15b-npu3,
1782497988.796661,200,128.46702430397272,qwen15b-npu7,
1782497988.8091795,200,144.27429996430874,qwen15b-npu6,
1782497988.8094623,200,144.84519371762872,qwen15b-npu6,
1782497988.8097184,200,145.3633178025484,qwen15b-npu6,
1782497988.8100994,200,144.3435801193118,qwen15b-npu6,
1782497988.8206272,200,131.7383563145995,qwen15b-npu3,
1782497988.8409455,200,117.8337731398642,qwen15b-npu4,
1782497988.8608081,200,117.72631108760834,qwen15b-npu5,
1782497988.861099,200,124.79723896831274,qwen15b-npu5,
1782497988.8658462,200,116.81954516097903,qwen15b-npu4,
1782497988.8660889,200,104.7272440046072,qwen15b-npu4,
1782497988.8664048,200,105.33192800357938,qwen15b-npu4,
1782497988.8740673,200,138.0410478450358,qwen15b-npu3,
1782497988.8743236,200,125.56991400197148,qwen15b-npu3,
1782497988.883779,200,134.4798943027854,qwen15b-npu7,
1782497988.8899431,200,113.96911600604653,qwen15b-npu4,
1782497988.890285,200,117.4000590108335,qwen15b-npu4,
1782497988.8907094,200,119.9789959937334,qwen15b-npu4,
1782497988.9036353,200,132.65512231737375,qwen15b-npu7,
1782497988.9039168,200,125.80042611807585,qwen15b-npu7,
1782497988.9042954,200,127.94589111581445,qwen15b-npu3,
1782497988.9046102,200,133.05017491802573,qwen15b-npu7,
1782497988.904856,200,118.39194595813751,qwen15b-npu3,
1782497988.905104,200,118.39324608445168,qwen15b-npu3,
1782497988.9053504,200,131.00905111059546,qwen15b-npu3,
1782497988.905633,200,128.69536643847823,qwen15b-npu7,
1782497988.9140613,200,117.61364107951522,qwen15b-npu5,
1782497988.9143605,200,141.12585922703147,qwen15b-npu5,
1782497988.9147308,200,138.10274889692664,qwen15b-npu5,
1782497988.9232085,200,136.27047603949904,qwen15b-npu6,
1782497988.9242158,200,152.13255304843187,qwen15b-npu6,
1782497988.9244897,200,150.7138628512621,qwen15b-npu6,
1782497988.9255204,200,116.2561709061265,qwen15b-npu7,
1782497988.937592,200,127.78938887640834,qwen15b-npu5,
1782497988.9378831,200,127.71744793280959,qwen15b-npu5,
1782497988.9502773,200,140.75717702507973,qwen15b-npu6,
1782497988.9505136,200,153.78293441608548,qwen15b-npu6,
1782497988.9511194,200,130.41732599958777,qwen15b-npu3,
1782497988.9778404,200,116.67245393618941,qwen15b-npu3,
1782497988.9794717,200,138.45283072441816,qwen15b-npu6,
1782497988.9819865,200,115.80775864422321,qwen15b-npu4,
1782497988.9882727,200,127.3875655606389,qwen15b-npu5,
1782497989.0026836,200,118.83963877335191,qwen15b-npu3,
1782497989.0054011,200,138.92699405550957,qwen15b-npu7,
1782497989.0057988,200,131.41472404822707,qwen15b-npu7,
1782497989.0070617,200,116.25947058200836,qwen15b-npu4,
1782497989.007574,200,133.44230689108372,qwen15b-npu4,
1782497989.0088232,200,142.9126807488501,qwen15b-npu6,
1782497989.0294552,200,114.63144095614552,qwen15b-npu3,
1782497989.0300534,200,125.37543289363384,qwen15b-npu3,
1782497989.0307927,200,125.09728129953146,qwen15b-npu4,
1782497989.0310624,200,105.47626903280616,qwen15b-npu4,
1782497989.0314798,200,126.04584777727723,qwen15b-npu4,
1782497989.0323236,200,141.88874419778585,qwen15b-npu7,
1782497989.0330951,200,143.05865205824375,qwen15b-npu7,
1782497989.039015,200,134.9878772161901,qwen15b-npu6,
1782497989.039344,200,134.9507779814303,qwen15b-npu6,
1782497989.041431,200,127.28960579261184,qwen15b-npu5,
1782497989.0417383,200,138.02759815007448,qwen15b-npu5,
1782497989.0424988,200,117.93809290975332,qwen15b-npu5,
1782497989.0435078,200,138.34064127877355,qwen15b-npu5,
1782497989.0443783,200,139.449967071414,qwen15b-npu5,
1782497989.045011,200,121.70469900593162,qwen15b-npu5,
1782497989.0547328,200,130.43573684990406,qwen15b-npu3,
1782497989.0578506,200,119.89802587777376,qwen15b-npu7,
1782497989.0658672,200,128.19480197504163,qwen15b-npu6,
1782497989.0661411,200,151.67507994920015,qwen15b-npu6,
1782497989.076415,200,125.83147641271353,qwen15b-npu4,
1782497989.0843801,200,133.2006249576807,qwen15b-npu7,
1782497989.08474,200,134.39706386998296,qwen15b-npu7,
1782497989.0994787,200,121.48096691817045,qwen15b-npu4,
1782497989.10674,200,127.10644491016865,qwen15b-npu3,
1782497989.1137846,200,125.40624290704727,qwen15b-npu5,
1782497989.121252,200,139.17204504832625,qwen15b-npu6,
1782497989.1231537,200,114.26119832322001,qwen15b-npu4,
1782497989.1340108,200,128.49731370806694,qwen15b-npu3,
1782497989.1343522,200,131.56032375991344,qwen15b-npu3,
1782497989.1358368,200,129.909822717309,qwen15b-npu7,
1782497989.138773,200,131.0796714387834,qwen15b-npu5,
1782497989.1472127,200,114.7816120646894,qwen15b-npu4,
1782497989.147961,200,116.40408309176564,qwen15b-npu4,
1782497989.1492686,200,142.1082061715424,qwen15b-npu6,
1782497989.161105,200,130.240545142442,qwen15b-npu3,
1782497989.161415,200,116.280531976372,qwen15b-npu3,
1782497989.1632504,200,121.7391393147409,qwen15b-npu5,
1782497989.1646223,200,122.04071087762713,qwen15b-npu5,
1782497989.1648693,200,125.76164491474628,qwen15b-npu7,
1782497989.165123,200,135.58220118284225,qwen15b-npu7,
1782497989.1655746,200,121.9484000466764,qwen15b-npu7,
1782497989.1668413,200,124.97398117557168,qwen15b-npu7,
1782497989.1715455,200,127.03261384740472,qwen15b-npu4,
1782497989.171999,200,114.07970683649182,qwen15b-npu4,
1782497989.181377,200,148.20721605792642,qwen15b-npu6,
1782497989.1816962,200,126.87183311209083,qwen15b-npu6,
1782497989.182057,200,151.92840108647943,qwen15b-npu6,
1782497989.182802,200,151.66983008384705,qwen15b-npu6,
1782497989.18361,200,144.15080891922116,qwen15b-npu6,
1782497989.1883495,200,122.41509277373552,qwen15b-npu7,
1782497989.189372,200,123.14827786758542,qwen15b-npu3,
1782497989.1938722,200,117.31697805225849,qwen15b-npu4,
1782497989.2138672,200,129.39723022282124,qwen15b-npu5,
1782497989.214801,200,129.95053408667445,qwen15b-npu5,
1782497989.217353,200,103.45192486420274,qwen15b-npu4,
1782497989.2389774,200,117.60801123455167,qwen15b-npu5,
1782497989.2411711,200,117.92033165693283,qwen15b-npu7,
1782497989.2415245,200,134.72333597019315,qwen15b-npu3,
1782497989.2420022,200,142.43562798947096,qwen15b-npu3,
1782497989.2647102,200,117.42883967235684,qwen15b-npu4,
1782497989.2650294,200,126.19501911103725,qwen15b-npu5,
1782497989.2656326,200,129.71734208986163,qwen15b-npu6,
1782497989.2658691,200,131.3719036988914,qwen15b-npu5,
1782497989.2672923,200,119.22773206606507,qwen15b-npu3,
1782497989.268288,200,134.19927190989256,qwen15b-npu7,
1782497989.2686133,200,119.25788223743439,qwen15b-npu7,
1782497989.2891574,200,122.19592090696096,qwen15b-npu4,
1782497989.2895036,200,106.58951615914702,qwen15b-npu4,
1782497989.2926817,200,127.99600139260292,qwen15b-npu5,
1782497989.292995,200,127.35349638387561,qwen15b-npu5,
1782497989.2933528,200,130.03472378477454,qwen15b-npu5,
1782497989.2937007,200,121.56065786257386,qwen15b-npu5,
1782497989.2961526,200,134.97080700471997,qwen15b-npu3,
1782497989.2964182,200,134.9311270751059,qwen15b-npu6,
1782497989.2968466,200,131.6561852581799,qwen15b-npu6,
1782497989.2971225,200,132.18201883137226,qwen15b-npu3,
1782497989.3235722,200,141.4199396967888,qwen15b-npu7,
1782497989.323872,200,142.06621516495943,qwen15b-npu3,
1782497989.3242903,200,134.84076596796513,qwen15b-npu7,
1782497989.3246176,200,130.66810788586736,qwen15b-npu7,
1782497989.3260536,200,137.5960148870945,qwen15b-npu3,
1782497989.3264763,200,142.75076985359192,qwen15b-npu3,
1782497989.3268,200,155.13997292146087,qwen15b-npu6,
1782497989.32769,200,146.22634276747704,qwen15b-npu6,
1782497989.347936,200,133.01893416792154,qwen15b-npu7,
1782497989.3523972,200,134.9644772708416,qwen15b-npu6,
1782497989.3531692,200,139.2330857925117,qwen15b-npu6,
1782497989.361645,200,119.5665430277586,qwen15b-npu4,
1782497989.3619611,200,122.86951718851924,qwen15b-npu4,
1782497989.36274,200,121.46229669451714,qwen15b-npu4,
1782497989.3735535,200,131.93490682169795,qwen15b-npu3,
1782497989.3838668,200,116.49130331352353,qwen15b-npu4,
1782497989.390499,200,125.68468507379293,qwen15b-npu5,
1782497989.3910825,200,125.95831695944071,qwen15b-npu5,
1782497989.3998787,200,131.15756073966622,qwen15b-npu3,
1782497989.4014094,200,135.71704318746924,qwen15b-npu7,
1782497989.408378,200,111.45778000354767,qwen15b-npu4,
1782497989.4093935,200,113.16718021407723,qwen15b-npu4,
1782497989.4121797,200,143.796447198838,qwen15b-npu6,
1782497989.4125915,200,146.62920590490103,qwen15b-npu6,
1782497989.4159591,200,118.73891903087497,qwen15b-npu5,
1782497989.4279675,200,138.34020029753447,qwen15b-npu3,
1782497989.4286814,200,135.91821398586035,qwen15b-npu3,
1782497989.4289432,200,135.48535108566284,qwen15b-npu3,
1782497989.4298172,200,136.0097653232515,qwen15b-npu7,
1782497989.4302275,200,140.98998811095953,qwen15b-npu7,
1782497989.432856,200,108.46787923946977,qwen15b-npu4,
1782497989.4330952,200,109.09823374822736,qwen15b-npu4,
1782497989.4421077,200,118.45752596855164,qwen15b-npu5,
1782497989.4424043,200,145.88548010215163,qwen15b-npu6,
1782497989.44279,200,116.65154388174415,qwen15b-npu5,
1782497989.4431863,200,150.08560894057155,qwen15b-npu6,
1782497989.4531348,200,125.32325321808457,qwen15b-npu3,
1782497989.4579246,200,131.35767308995128,qwen15b-npu7,
1782497989.4583595,200,133.65997886285186,qwen15b-npu7,
1782497989.46947,200,142.57758809253573,qwen15b-npu6,
1782497989.479941,200,126.69287202879786,qwen15b-npu4,
1782497989.483662,200,135.64180210232735,qwen15b-npu7,
1782497989.4912803,200,129.21645864844322,qwen15b-npu5,
1782497989.4917026,200,128.86470695957541,qwen15b-npu5,
1782497989.4993427,200,137.6081150956452,qwen15b-npu6,
1782497989.5000594,200,147.59108191356063,qwen15b-npu6,
1782497989.5034013,200,119.45118336006999,qwen15b-npu4,
1782497989.5062008,200,132.5401607900858,qwen15b-npu3,
1782497989.5162346,200,125.57876529172063,qwen15b-npu5,
1782497989.5287778,200,128.79403587430716,qwen15b-npu4,
1782497989.5292778,200,113.24687115848064,qwen15b-npu4,
1782497989.5315642,200,140.36398427560925,qwen15b-npu6,
1782497989.5381691,200,129.73022181540728,qwen15b-npu3,
1782497989.5430348,200,130.7454388588667,qwen15b-npu5,
1782497989.5459435,200,144.43748211488128,qwen15b-npu7,
1782497989.546746,200,137.21624296158552,qwen15b-npu7,
1782497989.5514982,200,118.33373596891761,qwen15b-npu4,
1782497989.5634854,200,135.44295961037278,qwen15b-npu3,
1782497989.5637622,200,134.75071638822556,qwen15b-npu3,
1782497989.5641725,200,121.97949970141053,qwen15b-npu3,
1782497989.5679417,200,138.0535177886486,qwen15b-npu6,
1782497989.5690022,200,156.2842410057783,qwen15b-npu6,
1782497989.5695758,200,116.36676220223308,qwen15b-npu5,
1782497989.5698442,200,126.5603806823492,qwen15b-npu5,
1782497989.5702133,200,137.2893829829991,qwen15b-npu5,
1782497989.5755963,200,106.05318285524845,qwen15b-npu4,
1782497989.5767312,200,133.827218785882,qwen15b-npu7,
1782497989.5774128,200,148.6537391319871,qwen15b-npu7,
1782497989.5778222,200,147.52146182581782,qwen15b-npu7,
