second,qps,success_rate,p50_ms,p95_ms,p99_ms,backends
49,247,1.0,128.50505392998457,148.0453060939908,158.32582395523787,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=49;qwen15b-npu6=48;qwen15b-npu7=50
50,247,1.0,128.88723704963923,146.1816430091858,152.71429670974612,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=50;qwen15b-npu7=49
51,250,1.0,128.6739152856171,142.8013895638287,146.88619785010815,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=49;qwen15b-npu6=50;qwen15b-npu7=51
52,250,1.0,126.40559999272227,140.6468260101974,145.7964009605348,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=51;qwen15b-npu6=50;qwen15b-npu7=49
53,250,1.0,127.91606038808823,142.77489902451634,145.29877714812756,qwen15b-npu3=49;qwen15b-npu4=51;qwen15b-npu5=49;qwen15b-npu6=50;qwen15b-npu7=51
54,251,1.0,126.00215710699558,143.9023078419268,148.37138820439577,qwen15b-npu3=52;qwen15b-npu4=49;qwen15b-npu5=51;qwen15b-npu6=50;qwen15b-npu7=49
55,237,1.0,134.02610085904598,156.92972484976053,165.47913290560246,qwen15b-npu3=47;qwen15b-npu4=48;qwen15b-npu5=48;qwen15b-npu6=46;qwen15b-npu7=48
56,251,1.0,127.23789503797889,145.6799888983369,150.3330711275339,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=50;qwen15b-npu6=51;qwen15b-npu7=50
57,246,1.0,128.84756596758962,150.2033988945186,155.0044622272253,qwen15b-npu3=48;qwen15b-npu4=50;qwen15b-npu5=50;qwen15b-npu6=49;qwen15b-npu7=49
58,246,1.0,129.52902121469378,144.4669021293521,156.77183400839567,qwen15b-npu3=50;qwen15b-npu4=49;qwen15b-npu5=48;qwen15b-npu6=49;qwen15b-npu7=50
59,251,1.0,127.20538536086679,145.94230195507407,151.84023091569543,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=50;qwen15b-npu6=51;qwen15b-npu7=50
