ts,status,latency_ms,backend,error
1782563533.9476516,200,120.81421900074929,qwen15b-npu4,
1782563533.952906,200,119.7496240001783,qwen15b-npu7,
1782563533.9755414,200,150.04849199976888,qwen15b-npu4,
1782563533.9758263,200,145.65039099943533,qwen15b-npu4,
1782563533.9762442,200,136.26676899912127,qwen15b-npu4,
1782563533.976564,200,146.98525799940398,qwen15b-npu4,
1782563533.982218,200,153.27435600011086,qwen15b-npu7,
1782563533.982458,200,141.36070200038375,qwen15b-npu7,
1782563533.9827104,200,151.9185209999705,qwen15b-npu6,
1782563533.9831784,200,140.93394100018486,qwen15b-npu7,
1782563533.983476,200,140.01569600077346,qwen15b-npu7,
1782563533.9840572,200,155.61262700066436,qwen15b-npu5,
1782563533.9843748,200,147.30232900001283,qwen15b-npu7,
1782563534.0103965,200,168.74802600068506,qwen15b-npu5,
1782563534.0109646,200,174.6384929992928,qwen15b-npu5,
1782563534.0112371,200,173.68444899875612,qwen15b-npu5,
1782563534.011573,200,173.29739799970412,qwen15b-npu5,
1782563534.0120544,200,179.75002699859033,qwen15b-npu5,
1782563534.0123227,200,172.9863260006823,qwen15b-npu5,
1782563534.0140448,200,179.01902300036454,qwen15b-npu6,
1782563534.0144207,200,186.5573979994224,qwen15b-npu6,
1782563534.0147088,200,175.9402190000401,qwen15b-npu6,
1782563534.015597,200,175.13886600136175,qwen15b-npu6,
1782563534.0166593,200,182.559200000469,qwen15b-npu6,
1782563534.0171864,200,181.5919450000365,qwen15b-npu6,
1782563534.0333757,200,188.45755599977565,qwen15b-npu4,
1782563534.0336337,200,189.23380999876827,qwen15b-npu4,
1782563534.033884,200,189.91608299984364,qwen15b-npu4,
1782563534.034125,200,188.66835700100637,qwen15b-npu7,
1782563534.0345945,200,187.80234299993026,qwen15b-npu4,
1782563534.0348678,200,191.92970200128912,qwen15b-npu5,
1782563534.038402,200,192.1252430001914,qwen15b-npu6,
1782563534.0900939,200,137.09227199979068,qwen15b-npu7,
1782563534.090476,200,142.75319800071884,qwen15b-npu7,
1782563534.1023126,200,118.1882869987021,qwen15b-npu4,
1782563534.1026196,200,119.35449200063886,qwen15b-npu4,
1782563534.1029334,200,118.49152899958426,qwen15b-npu4,
1782563534.1163075,200,139.97048599958362,qwen15b-npu7,
1782563534.1223497,200,139.81282500026282,qwen15b-npu5,
1782563534.1227365,200,146.7896770009247,qwen15b-npu5,
1782563534.1231127,200,146.4690350003366,qwen15b-npu5,
1782563534.1439617,200,161.17650200067146,qwen15b-npu6,
1782563534.1451643,200,161.6160050016333,qwen15b-npu6,
1782563534.1454265,200,169.80829200110747,qwen15b-npu6,
1782563534.1459415,200,163.66138300145394,qwen15b-npu6,
1782563534.1462207,200,129.47049800095556,qwen15b-npu7,
1782563534.1465678,200,132.05976999961422,qwen15b-npu7,
1782563534.1478426,200,136.5173899994261,qwen15b-npu5,
1782563534.1481664,200,132.42321100005938,qwen15b-npu5,
1782563534.14914,200,134.36093100062863,qwen15b-npu5,
1782563534.1493707,200,136.98697300060303,qwen15b-npu5,
1782563534.1539772,200,141.86249500016856,qwen15b-npu4,
