second,qps,success_rate,p50_ms,p95_ms,p99_ms,backends
200,242,1.0,136.49428682401776,151.48526895791292,155.36562399938703,qwen15b-npu3=60;qwen15b-npu4=61;qwen15b-npu6=59;qwen15b-npu7=62
201,239,1.0,133.29213624820113,150.73557384312153,153.78181403502822,qwen15b-npu3=61;qwen15b-npu4=59;qwen15b-npu6=61;qwen15b-npu7=58
202,249,1.0,129.69464203342795,146.98803797364235,149.8196069151163,qwen15b-npu3=63;qwen15b-npu4=62;qwen15b-npu6=59;qwen15b-npu7=65
203,240,1.0,134.36619378626347,152.83056814223528,159.4300721772015,qwen15b-npu3=59;qwen15b-npu4=61;qwen15b-npu6=62;qwen15b-npu7=58
204,240,1.0,132.4370210058987,148.76418001949787,153.83388381451368,qwen15b-npu3=60;qwen15b-npu4=59;qwen15b-npu6=61;qwen15b-npu7=60
205,243,1.0,133.73499875888228,152.05497201532125,159.0769598260522,qwen15b-npu3=59;qwen15b-npu4=62;qwen15b-npu6=60;qwen15b-npu7=62
206,244,1.0,129.70605306327343,149.60607513785362,158.63319672644138,qwen15b-npu3=63;qwen15b-npu4=62;qwen15b-npu6=58;qwen15b-npu7=61
207,243,1.0,132.1019884198904,150.14931978657842,152.9148379340768,qwen15b-npu3=60;qwen15b-npu4=60;qwen15b-npu6=63;qwen15b-npu7=60
208,244,1.0,131.78644608706236,148.33189779892564,155.08264303207397,qwen15b-npu3=60;qwen15b-npu4=62;qwen15b-npu6=61;qwen15b-npu7=61
209,244,1.0,132.4828709475696,148.76142982393503,161.73412697389722,qwen15b-npu3=61;qwen15b-npu4=63;qwen15b-npu6=59;qwen15b-npu7=61
210,250,1.0,130.60336792841554,145.22312581539154,150.338311214,qwen15b-npu3=63;qwen15b-npu4=60;qwen15b-npu6=65;qwen15b-npu7=62
211,243,1.0,132.09959771484137,143.8507572747767,146.46403398364782,qwen15b-npu3=62;qwen15b-npu4=61;qwen15b-npu6=59;qwen15b-npu7=61
212,243,1.0,134.21162217855453,147.32751110568643,150.68656392395496,qwen15b-npu3=60;qwen15b-npu4=61;qwen15b-npu6=61;qwen15b-npu7=61
213,237,1.0,134.4605339691043,151.00414492189884,156.44623106345534,qwen15b-npu3=58;qwen15b-npu4=60;qwen15b-npu6=58;qwen15b-npu7=61
214,244,1.0,133.5694477893412,151.93811105564237,158.55629602447152,qwen15b-npu3=61;qwen15b-npu4=61;qwen15b-npu6=64;qwen15b-npu7=58
215,239,1.0,134.9457367323339,150.9460648521781,162.8260836005211,qwen15b-npu3=61;qwen15b-npu4=60;qwen15b-npu6=57;qwen15b-npu7=61
216,240,1.0,133.93945107236505,149.3222932331264,154.26192805171013,qwen15b-npu3=61;qwen15b-npu4=59;qwen15b-npu6=61;qwen15b-npu7=59
217,241,1.0,134.71938483417034,148.83549138903618,153.376170899719,qwen15b-npu3=59;qwen15b-npu4=60;qwen15b-npu6=61;qwen15b-npu7=61
218,236,1.0,135.50379127264023,152.3121939972043,156.80531412363052,qwen15b-npu3=59;qwen15b-npu4=60;qwen15b-npu6=58;qwen15b-npu7=59
219,244,1.0,132.47022032737732,148.753700312227,155.66249703988433,qwen15b-npu3=61;qwen15b-npu4=61;qwen15b-npu6=62;qwen15b-npu7=60
220,235,1.0,134.66930482536554,155.5160852149129,161.3778448663652,qwen15b-npu3=58;qwen15b-npu4=59;qwen15b-npu6=58;qwen15b-npu7=60
221,240,1.0,134.8748467862606,150.96463495865464,159.4421719200909,qwen15b-npu3=63;qwen15b-npu4=57;qwen15b-npu6=61;qwen15b-npu7=59
222,241,1.0,133.44848714768887,151.906481012702,154.69792997464538,qwen15b-npu3=59;qwen15b-npu4=62;qwen15b-npu6=58;qwen15b-npu7=62
223,239,1.0,133.18650517612696,158.51694624871016,164.077403023839,qwen15b-npu3=57;qwen15b-npu4=61;qwen15b-npu6=62;qwen15b-npu7=59
224,238,1.0,132.8034228645265,150.3430907614529,157.29188779368997,qwen15b-npu3=60;qwen15b-npu4=61;qwen15b-npu6=57;qwen15b-npu7=60
225,248,1.0,131.55458495020866,145.81752009689808,149.72261572256684,qwen15b-npu3=64;qwen15b-npu4=60;qwen15b-npu6=63;qwen15b-npu7=61
226,247,1.0,130.148955155164,144.01763817295432,159.50671210885048,qwen15b-npu3=61;qwen15b-npu4=62;qwen15b-npu6=61;qwen15b-npu7=63
227,245,1.0,131.6413851454854,151.33119700476527,157.99957187846303,qwen15b-npu3=60;qwen15b-npu4=63;qwen15b-npu6=62;qwen15b-npu7=60
228,237,1.0,136.38649601489305,155.71010718122125,160.13473691418767,qwen15b-npu3=59;qwen15b-npu4=59;qwen15b-npu6=58;qwen15b-npu7=61
229,246,1.0,132.063418161124,145.92922199517488,151.96862211450934,qwen15b-npu3=61;qwen15b-npu4=61;qwen15b-npu6=63;qwen15b-npu7=61
230,239,1.0,135.27602981776,150.7724542170763,156.32669115439057,qwen15b-npu3=62;qwen15b-npu4=59;qwen15b-npu5=1;qwen15b-npu6=59;qwen15b-npu7=58
231,238,1.0,134.46435378864408,151.98757173493505,156.3023910857737,qwen15b-npu3=60;qwen15b-npu4=60;qwen15b-npu6=58;qwen15b-npu7=60
232,244,1.0,132.22732907161117,148.2864967547357,152.27338299155235,qwen15b-npu3=59;qwen15b-npu4=62;qwen15b-npu5=1;qwen15b-npu6=62;qwen15b-npu7=60
233,243,1.0,135.34330017864704,150.51696123555303,153.15147023648024,qwen15b-npu3=60;qwen15b-npu4=59;qwen15b-npu5=3;qwen15b-npu6=60;qwen15b-npu7=61
234,245,1.0,129.3691387400031,151.13948611542583,186.97509728372097,qwen15b-npu3=50;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=47;qwen15b-npu7=49
235,244,1.0,130.78416883945465,148.6411988735199,154.3570882640779,qwen15b-npu3=49;qwen15b-npu4=50;qwen15b-npu5=43;qwen15b-npu6=51;qwen15b-npu7=51
236,249,1.0,126.87569297850132,149.51893500983715,153.33160106092691,qwen15b-npu3=53;qwen15b-npu4=54;qwen15b-npu5=35;qwen15b-npu6=54;qwen15b-npu7=53
237,251,1.0,128.75976599752903,145.1065461151302,152.98892790451646,qwen15b-npu3=57;qwen15b-npu4=54;qwen15b-npu5=31;qwen15b-npu6=54;qwen15b-npu7=55
238,246,1.0,127.72813905030489,145.6891493871808,152.30890410020947,qwen15b-npu3=52;qwen15b-npu4=54;qwen15b-npu5=33;qwen15b-npu6=53;qwen15b-npu7=54
239,248,1.0,126.64944166317582,151.51643799617887,159.30159110575914,qwen15b-npu3=52;qwen15b-npu4=52;qwen15b-npu5=38;qwen15b-npu6=55;qwen15b-npu7=51
240,251,1.0,128.52687435224652,144.25579039379954,148.64620892331004,qwen15b-npu3=52;qwen15b-npu4=54;qwen15b-npu5=41;qwen15b-npu6=51;qwen15b-npu7=53
241,251,1.0,126.2213489972055,141.1091391928494,145.5377577804029,qwen15b-npu3=51;qwen15b-npu4=53;qwen15b-npu5=44;qwen15b-npu6=52;qwen15b-npu7=51
242,250,1.0,129.08884836360812,147.54587225615978,151.500447653234,qwen15b-npu3=52;qwen15b-npu4=50;qwen15b-npu5=44;qwen15b-npu6=52;qwen15b-npu7=52
243,242,1.0,132.03504728153348,151.7509911209345,163.73696085065603,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=44;qwen15b-npu6=49;qwen15b-npu7=51
244,250,1.0,128.38546326383948,146.25067310407758,150.78095393255353,qwen15b-npu3=51;qwen15b-npu4=50;qwen15b-npu5=49;qwen15b-npu6=50;qwen15b-npu7=50
245,248,1.0,128.69626563042402,151.5365489758551,160.3659982793033,qwen15b-npu3=50;qwen15b-npu4=51;qwen15b-npu5=48;qwen15b-npu6=50;qwen15b-npu7=49
246,250,1.0,126.15884793922305,142.87061989307404,149.3073939345777,qwen15b-npu3=52;qwen15b-npu4=51;qwen15b-npu5=48;qwen15b-npu6=51;qwen15b-npu7=48
247,254,1.0,127.04968405887485,143.13013199716806,146.15196269005537,qwen15b-npu3=50;qwen15b-npu4=51;qwen15b-npu5=50;qwen15b-npu6=49;qwen15b-npu7=54
248,251,1.0,126.15270866081119,144.7590934112668,152.62710582464933,qwen15b-npu3=50;qwen15b-npu4=51;qwen15b-npu5=49;qwen15b-npu6=51;qwen15b-npu7=50
249,245,1.0,128.98679822683334,142.6054290495813,144.92058381438255,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=49;qwen15b-npu6=49;qwen15b-npu7=49
250,242,1.0,131.92713679745793,148.5483688302338,152.27002324536443,qwen15b-npu3=50;qwen15b-npu4=48;qwen15b-npu5=47;qwen15b-npu6=48;qwen15b-npu7=49
251,253,1.0,125.81581622362137,145.03723522648215,152.38396497443318,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=49;qwen15b-npu6=53;qwen15b-npu7=51
252,255,1.0,127.0229141227901,143.64054519683123,154.05583614483476,qwen15b-npu3=51;qwen15b-npu4=51;qwen15b-npu5=54;qwen15b-npu6=50;qwen15b-npu7=49
253,249,1.0,127.81670037657022,149.25401285290718,166.61879979074,qwen15b-npu3=48;qwen15b-npu4=51;qwen15b-npu5=48;qwen15b-npu6=50;qwen15b-npu7=52
254,243,1.0,128.29969311133027,145.76017018407583,153.89926498755813,qwen15b-npu3=51;qwen15b-npu4=50;qwen15b-npu5=49;qwen15b-npu6=49;qwen15b-npu7=44
255,246,1.0,130.39600709453225,151.0398662649095,155.62251722440124,qwen15b-npu3=47;qwen15b-npu4=50;qwen15b-npu5=48;qwen15b-npu6=49;qwen15b-npu7=52
256,251,1.0,127.24984483793378,143.42474518343806,147.25615084171295,qwen15b-npu3=50;qwen15b-npu4=51;qwen15b-npu5=49;qwen15b-npu6=50;qwen15b-npu7=51
257,246,1.0,130.33410720527172,153.00579788163304,166.15103697404265,qwen15b-npu3=50;qwen15b-npu4=48;qwen15b-npu5=51;qwen15b-npu6=49;qwen15b-npu7=48
258,242,1.0,130.3655570372939,153.21217011660337,163.37149823084474,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=46;qwen15b-npu6=49;qwen15b-npu7=49
259,241,1.0,129.89038322120905,157.4857090599835,166.42151912674308,qwen15b-npu3=47;qwen15b-npu4=48;qwen15b-npu5=51;qwen15b-npu6=46;qwen15b-npu7=49
260,246,1.0,131.20802212506533,151.40832820907235,156.26669116318226,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=48;qwen15b-npu6=51;qwen15b-npu7=49
261,252,1.0,125.9238962084055,147.7271132171154,154.81836069375277,qwen15b-npu3=53;qwen15b-npu4=49;qwen15b-npu5=52;qwen15b-npu6=49;qwen15b-npu7=49
262,246,1.0,126.95704400539398,146.8636877834797,156.36046091094613,qwen15b-npu3=47;qwen15b-npu4=53;qwen15b-npu5=46;qwen15b-npu6=50;qwen15b-npu7=50
263,246,1.0,130.6561678647995,148.88979122042656,154.7313998453319,qwen15b-npu3=46;qwen15b-npu4=49;qwen15b-npu5=52;qwen15b-npu6=50;qwen15b-npu7=49
264,255,1.0,127.15699523687363,147.25471986457705,153.23310997337103,qwen15b-npu3=55;qwen15b-npu4=49;qwen15b-npu5=52;qwen15b-npu6=48;qwen15b-npu7=51
265,242,1.0,130.05701499059796,152.87229791283607,158.0536332912743,qwen15b-npu3=47;qwen15b-npu4=48;qwen15b-npu5=49;qwen15b-npu6=49;qwen15b-npu7=49
266,249,1.0,127.29503586888313,149.3838452734053,156.38747112825513,qwen15b-npu3=49;qwen15b-npu4=51;qwen15b-npu5=49;qwen15b-npu6=51;qwen15b-npu7=49
267,245,1.0,128.07609094306827,147.9784050025046,150.49097128212452,qwen15b-npu3=49;qwen15b-npu4=48;qwen15b-npu5=50;qwen15b-npu6=49;qwen15b-npu7=49
268,252,1.0,126.84723315760493,146.83732809498906,152.60108606889844,qwen15b-npu3=52;qwen15b-npu4=52;qwen15b-npu5=49;qwen15b-npu6=49;qwen15b-npu7=50
269,244,1.0,128.43363313004375,145.76976001262665,152.751246932894,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=48;qwen15b-npu7=48
270,247,1.0,127.97649996355176,157.37169794738293,169.69491122290492,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=49;qwen15b-npu7=50
271,246,1.0,128.3866041339934,156.23273001983762,160.55335011333227,qwen15b-npu3=50;qwen15b-npu4=48;qwen15b-npu5=48;qwen15b-npu6=51;qwen15b-npu7=49
272,245,1.0,129.76426305249333,153.46469171345234,159.3905920162797,qwen15b-npu3=48;qwen15b-npu4=50;qwen15b-npu5=50;qwen15b-npu6=48;qwen15b-npu7=49
273,238,1.0,134.93267679587007,159.86302495002747,169.6840007789433,qwen15b-npu3=47;qwen15b-npu4=47;qwen15b-npu5=48;qwen15b-npu6=48;qwen15b-npu7=48
274,247,1.0,129.5351111330092,142.31613697484136,146.72883599996567,qwen15b-npu3=50;qwen15b-npu4=51;qwen15b-npu5=49;qwen15b-npu6=49;qwen15b-npu7=48
275,252,1.0,128.10350116342306,144.31761112064123,151.49820875376463,qwen15b-npu3=51;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=50;qwen15b-npu7=52
276,239,1.0,128.26289189979434,156.43555205315351,159.77688506245613,qwen15b-npu3=47;qwen15b-npu4=48;qwen15b-npu5=49;qwen15b-npu6=48;qwen15b-npu7=47
277,251,1.0,126.2266393750906,148.6920895986259,155.5682560428977,qwen15b-npu3=51;qwen15b-npu4=50;qwen15b-npu5=48;qwen15b-npu6=50;qwen15b-npu7=52
278,248,1.0,129.8682326450944,148.8069212064147,155.12932324782014,qwen15b-npu3=49;qwen15b-npu4=51;qwen15b-npu5=51;qwen15b-npu6=49;qwen15b-npu7=48
279,244,1.0,127.36548716202378,149.39702488481998,157.93241234496236,qwen15b-npu3=50;qwen15b-npu4=48;qwen15b-npu5=48;qwen15b-npu6=50;qwen15b-npu7=48
280,251,1.0,127.43282690644264,149.38461408019066,154.8177609220147,qwen15b-npu3=49;qwen15b-npu4=50;qwen15b-npu5=51;qwen15b-npu6=49;qwen15b-npu7=52
281,246,1.0,128.49120423197746,144.1516289487481,154.31471727788448,qwen15b-npu3=49;qwen15b-npu4=51;qwen15b-npu5=50;qwen15b-npu6=48;qwen15b-npu7=48
282,253,1.0,127.7008792385459,149.03332199901342,157.59918000549078,qwen15b-npu3=52;qwen15b-npu4=48;qwen15b-npu5=50;qwen15b-npu6=52;qwen15b-npu7=51
283,244,1.0,127.86585977301002,156.80675394833088,166.4195889607072,qwen15b-npu3=49;qwen15b-npu4=51;qwen15b-npu5=48;qwen15b-npu6=48;qwen15b-npu7=48
284,248,1.0,127.51458724960685,146.41766482964158,152.81026810407639,qwen15b-npu3=48;qwen15b-npu4=49;qwen15b-npu5=51;qwen15b-npu6=51;qwen15b-npu7=49
285,247,1.0,127.25447583943605,153.6569930613041,159.33031076565385,qwen15b-npu3=50;qwen15b-npu4=51;qwen15b-npu5=50;qwen15b-npu6=47;qwen15b-npu7=49
286,249,1.0,128.27933207154274,151.4424686320126,157.32469782233238,qwen15b-npu3=51;qwen15b-npu4=48;qwen15b-npu5=49;qwen15b-npu6=51;qwen15b-npu7=50
287,253,1.0,127.38427612930536,143.84137699380517,149.05494172126055,qwen15b-npu3=48;qwen15b-npu4=49;qwen15b-npu5=52;qwen15b-npu6=51;qwen15b-npu7=53
288,242,1.0,128.7884758785367,148.9165611565113,154.0400763042271,qwen15b-npu3=49;qwen15b-npu4=52;qwen15b-npu5=48;qwen15b-npu6=46;qwen15b-npu7=47
289,246,1.0,127.61170789599419,149.45423509925604,156.95115504786372,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=49;qwen15b-npu6=50;qwen15b-npu7=49
290,249,1.0,129.36881883069873,147.76234282180667,151.2139169499278,qwen15b-npu3=52;qwen15b-npu4=48;qwen15b-npu5=49;qwen15b-npu6=50;qwen15b-npu7=50
291,251,1.0,128.28290183097124,144.78067262098193,149.70462676137686,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=50;qwen15b-npu6=51;qwen15b-npu7=50
292,248,1.0,126.30712008103728,143.42477405443788,161.73653677105904,qwen15b-npu3=51;qwen15b-npu4=50;qwen15b-npu5=47;qwen15b-npu6=49;qwen15b-npu7=51
293,246,1.0,129.07214788720012,147.94697519391775,154.75704101845622,qwen15b-npu3=48;qwen15b-npu4=51;qwen15b-npu5=51;qwen15b-npu6=48;qwen15b-npu7=48
294,246,1.0,130.0398437306285,149.6436269953847,154.26046680659056,qwen15b-npu3=48;qwen15b-npu4=48;qwen15b-npu5=52;qwen15b-npu6=50;qwen15b-npu7=48
295,242,1.0,130.09694498032331,145.51978930830956,151.0303346440196,qwen15b-npu3=48;qwen15b-npu4=47;qwen15b-npu5=47;qwen15b-npu6=50;qwen15b-npu7=50
296,252,1.0,129.96788322925568,145.54415922611952,153.25054991990328,qwen15b-npu3=52;qwen15b-npu4=52;qwen15b-npu5=51;qwen15b-npu6=48;qwen15b-npu7=49
297,242,1.0,129.46357112377882,149.8447279445827,156.78524412214756,qwen15b-npu3=48;qwen15b-npu4=50;qwen15b-npu5=47;qwen15b-npu6=48;qwen15b-npu7=49
298,244,1.0,131.58821500837803,150.7203341461718,162.72809403017163,qwen15b-npu3=48;qwen15b-npu4=47;qwen15b-npu5=50;qwen15b-npu6=51;qwen15b-npu7=48
299,247,1.0,128.6337450146675,143.05676240473986,149.17250303551555,qwen15b-npu3=50;qwen15b-npu4=50;qwen15b-npu5=50;qwen15b-npu6=48;qwen15b-npu7=49
300,5,1.0,128.27914208173752,135.56331070140004,135.56331070140004,qwen15b-npu3=2;qwen15b-npu4=1;qwen15b-npu5=1;qwen15b-npu7=1
